Order Id;Company Id;Company Name;Date;Order Value;Converted
204JM32QRO5DY3R5;KWFRH7LODTCQPREM;Athletic Paper;2016-07-07;3713;0
SVOB0XI3PZ80M39E;KWFRH7LODTCQPREM;Athletic Paper;2014-05-15;7326;0
JI3LKBFUDWM6MBEM;KWFRH7LODTCQPREM;Athletic Paper;2015-12-25;9633;0
42E80R1OZR2ULNF1;KWFRH7LODTCQPREM;Athletic Paper;2016-07-23;1004;0
0P029NVJY8WHUKQ0;KWFRH7LODTCQPREM;Athletic Paper;2014-07-14;9437;0
GSFMMNVH4RGBN52G;KWFRH7LODTCQPREM;Athletic Paper;2015-10-29;9447;1
LVSYM8QEUN77QJ2W;SE41OINT8QI9GZHJ;Hundredth Sabella;2015-12-30;9643;0
6WZHOFP225R0E62O;SE41OINT8QI9GZHJ;Hundredth Sabella;2015-08-17;1275;1
IORLB5NMU609QC23;SE41OINT8QI9GZHJ;Hundredth Sabella;2014-09-12;965;0
JAIJUJM2WUUE5LJ3;SE41OINT8QI9GZHJ;Hundredth Sabella;2015-07-05;1585;1
0454HKSAGW4DG4GB;SE41OINT8QI9GZHJ;Hundredth Sabella;2016-12-29;7478;0
XFSXB0EEM2JFT804;SE41OINT8QI9GZHJ;Hundredth Sabella;2017-02-21;8066;0
LATALCBJ37QGA6LR;SE41OINT8QI9GZHJ;Hundredth Sabella;2015-01-08;2813;0
3KS0MT77ROHYX1SA;SE41OINT8QI9GZHJ;Hundredth Sabella;2014-06-28;4747;0
95YZ14KDWAXWDEVK;SE41OINT8QI9GZHJ;Hundredth Sabella;2015-07-20;4481;0
DJ8Y6NH41CGXXYOJ;SE41OINT8QI9GZHJ;Hundredth Sabella;2014-01-09;6605;1
J1ZI61SKZOFR1HIU;SE41OINT8QI9GZHJ;Hundredth Sabella;2015-01-12;3549;0
R2T2SVXNB54AZA1L;SE41OINT8QI9GZHJ;Hundredth Sabella;2014-05-22;5059;0
CBSOODOJH92JSZQ2;SE41OINT8QI9GZHJ;Hundredth Sabella;2018-02-09;5286;0
EFJVBJL7K06JVGJE;SE41OINT8QI9GZHJ;Hundredth Sabella;2018-07-21;7496;0
BDILRCKGJVZWM7HD;SE41OINT8QI9GZHJ;Hundredth Sabella;2018-07-08;943;1
TO84M66VY2Y4AGYL;SE41OINT8QI9GZHJ;Hundredth Sabella;2018-07-03;4963;0
3A89HDDY0K977901;SE41OINT8QI9GZHJ;Hundredth Sabella;2018-09-21;7033;0
ZT3F4QSN9AE8W5Z5;SE41OINT8QI9GZHJ;Hundredth Sabella;2018-03-06;3266;0
H0HFO0HWQSSR8E84;SE41OINT8QI9GZHJ;Hundredth Sabella;2018-08-17;8857;0
T4A3ZVO0DDVGLQXF;SE41OINT8QI9GZHJ;Hundredth Sabella;2014-09-26;1106;0
E2VT8V25GPHXZQC0;TGFXS6NVGJNA648G;Transatlantic Raft;2017-08-24;5470;0
S3WNVIWLQ7DYSDUP;TGFXS6NVGJNA648G;Transatlantic Raft;2015-05-23;9334;0
Q63BQPRCLGB84BPX;TGFXS6NVGJNA648G;Transatlantic Raft;2015-03-12;2014;0
06K2VJVNANPHYGTH;TGFXS6NVGJNA648G;Transatlantic Raft;2017-10-27;3325;0
R4MA6JE03MZCSVSU;TGFXS6NVGJNA648G;Transatlantic Raft;2016-06-25;4966;0
OSNZC0L6KCPL7JBM;TGFXS6NVGJNA648G;Transatlantic Raft;2016-09-08;7077;0
CFTYSE2760V3W764;TGFXS6NVGJNA648G;Transatlantic Raft;2015-02-09;7233;1
K7W57847IIEJZJO7;TGFXS6NVGJNA648G;Transatlantic Raft;2014-01-28;3086;0
3VJ0JJATUF14398T;TGFXS6NVGJNA648G;Transatlantic Raft;2014-12-12;7280;0
5C4B774VK82745S3;TGFXS6NVGJNA648G;Transatlantic Raft;2014-07-22;8949;0
UNRMWON6DUXY6YG8;TGFXS6NVGJNA648G;Transatlantic Raft;2015-11-08;6534;0
H8GL0WPAQHOI8OYP;TGFXS6NVGJNA648G;Transatlantic Raft;2016-09-17;7174;0
X0B7ZFPOWJETZE9I;TGFXS6NVGJNA648G;Transatlantic Raft;2015-02-04;6092;0
HBVKTVKWR32IRVZB;TGFXS6NVGJNA648G;Transatlantic Raft;2018-01-17;4339;0
1GRNJ3IJNHTUOUXF;TGFXS6NVGJNA648G;Transatlantic Raft;2017-08-23;4354;0
D8510FA4QMPVD6GC;TGFXS6NVGJNA648G;Transatlantic Raft;2017-08-24;9532;0
K28K0CJVDAPY4XW2;TGFXS6NVGJNA648G;Transatlantic Raft;2015-03-20;9657;0
X6BMDKRTHOFN9TFN;TGFXS6NVGJNA648G;Transatlantic Raft;2016-02-19;1048;0
7L41TREQG1CRQYNC;TGFXS6NVGJNA648G;Transatlantic Raft;2016-05-29;7297;0
WBTR2JG95A8FWX0D;TGFXS6NVGJNA648G;Transatlantic Raft;2016-01-08;3910;0
I86TOG3XG7AL76G5;TGFXS6NVGJNA648G;Transatlantic Raft;2014-07-13;2462;0
7RISYP7WWWYGB65U;TGFXS6NVGJNA648G;Transatlantic Raft;2014-01-09;2928;0
DFQC7K3GEBTFIWRR;N4BN0GG5XKZV113C;Asian Alternative;2014-03-06;8016;0
9GI6IP3PXRV0DS8G;N4BN0GG5XKZV113C;Asian Alternative;2015-08-16;6347;1
W6RM54AONT2W7R4V;N4BN0GG5XKZV113C;Asian Alternative;2017-08-25;7541;0
PYHL43AMCPU910A1;N4BN0GG5XKZV113C;Asian Alternative;2014-02-18;6461;0
B7KN9F6B769CG5AF;N4BN0GG5XKZV113C;Asian Alternative;2016-07-06;4317;1
59XQG5ZBLEVNYY85;N4BN0GG5XKZV113C;Asian Alternative;2015-02-09;5271;1
XEYYVB40VXWPGC2I;N4BN0GG5XKZV113C;Asian Alternative;2014-02-18;3927;0
XB3M26U8BO57009D;N4BN0GG5XKZV113C;Asian Alternative;2015-10-20;4045;1
VOF9LJFMGNFOXR2N;N4BN0GG5XKZV113C;Asian Alternative;2018-10-02;4113;0
N76F3RB1EMWRS3VH;N4BN0GG5XKZV113C;Asian Alternative;2018-09-14;7457;0
5QNZTX8140E5QN55;N4BN0GG5XKZV113C;Asian Alternative;2015-12-24;9878;0
O4VVC84YALTEVT67;N4BN0GG5XKZV113C;Asian Alternative;2018-11-03;9613;1
8OMWP7N5FHZ4S4Y1;N4BN0GG5XKZV113C;Asian Alternative;2014-10-12;9879;0
HH1CUKNKIIK87D4L;N4BN0GG5XKZV113C;Asian Alternative;2014-01-03;5805;0
FBVJQX8VXYHWL42D;N4BN0GG5XKZV113C;Asian Alternative;2015-05-26;3716;0
DHBD8V154R4LTITF;N4BN0GG5XKZV113C;Asian Alternative;2016-05-12;1779;0
S40G8TEVWB3I72C5;6XTBR7MH7KTD7O1K;Close-In Beardslee;2014-12-03;9418;0
7T2YNZ61DV7J5YPC;6XTBR7MH7KTD7O1K;Close-In Beardslee;2018-10-18;4691;0
T6DKLPW8GGAGSTUW;6XTBR7MH7KTD7O1K;Close-In Beardslee;2018-02-04;4507;0
JQAX9UCV6OVR2U74;6XTBR7MH7KTD7O1K;Close-In Beardslee;2014-03-27;2403;0
05LAN30PAPXGDC4D;6XTBR7MH7KTD7O1K;Close-In Beardslee;2017-02-25;3866;0
D8NZ4DLK5M7MGZ7B;6XTBR7MH7KTD7O1K;Close-In Beardslee;2017-12-22;5972;0
W6OYULUNZLELCOW9;6XTBR7MH7KTD7O1K;Close-In Beardslee;2014-12-02;9167;0
EJZMYVZ606XR68QZ;6XTBR7MH7KTD7O1K;Close-In Beardslee;2014-03-09;5016;1
HFS0KKJHAGX9ND2T;6XTBR7MH7KTD7O1K;Close-In Beardslee;2016-11-01;6548;0
2AQT7KQUVS8ZLRVU;6XTBR7MH7KTD7O1K;Close-In Beardslee;2018-04-09;8690;0
RUQ2W6SG7U48GEAB;6XTBR7MH7KTD7O1K;Close-In Beardslee;2014-11-10;9900;0
YXCD1KL5RBC95YO1;6XTBR7MH7KTD7O1K;Close-In Beardslee;2016-08-14;9063;0
G2J6O1VY3BPLLTBG;6XTBR7MH7KTD7O1K;Close-In Beardslee;2015-07-22;5995;0
BS0ZWVSTBX9C4DV2;6XTBR7MH7KTD7O1K;Close-In Beardslee;2016-02-23;4852;0
5NQX8904APZEQ83H;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2017-04-24;7494;0
DHYCDU6EAX8ASPT8;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2015-10-21;1797;0
FCNQT0FF2NIKHG86;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2016-12-06;4931;0
H7IO1J4PG8WFXTPU;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2018-03-31;2336;0
V6YJIN7AADZBO92K;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2018-03-02;8540;0
91FAL8AJN5NIWLAC;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2014-07-05;2232;0
IZHGZW7BP8EBWRZN;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2018-08-31;6998;0
ZV4I9Q92P9R3YREQ;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2016-03-02;7957;1
SM907IPXPLDA9LIE;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2017-12-04;1857;0
RR1APPRJYKARJ2HP;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2016-05-15;3070;0
1KGRS2THVHFC03MQ;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2016-05-21;714;0
FKZL0NB3E9JIN4HT;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2018-01-07;3060;0
C7CC81NXCZODIV10;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2018-10-30;630;1
LAE6WLQ9GIGJN50I;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2018-02-28;3257;0
AR7JYBUQFOS3VTRQ;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2016-02-01;7669;0
Z48AOEAVJLZWEDVB;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2017-03-08;7115;0
IT3W12YZ6UER7ZBS;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2015-04-02;7850;0
60EFU8VQ0KSNC52D;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2016-06-13;331;0
Z2MCJT1BSXUIR5H1;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2016-06-23;3932;1
YH5A0AEWLAN3YUJU;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2017-08-26;8824;0
7V5N7W6QBQLOOGMY;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2014-01-13;4476;0
NCRET1TD2OGY81LI;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2018-11-30;2742;0
U2KBAU8BSTJTQTSY;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2017-05-12;5194;0
XN38DQ1AA6U1C0YN;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2018-04-02;3590;0
GYUTWEBJCFCZ4YMU;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2016-01-26;1076;0
WJ6TMEDIBBZ2XLCG;3ETEZ8WWO8NDYARJ;Hindmost Pretender;2016-09-08;6874;0
JOO36J4RN6LTM0MB;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2017-02-21;8751;0
50H2XN203JG848ZL;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2018-04-09;6797;0
2JMF98N4XES3JNTF;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2018-05-31;580;0
R0JZK45F0D5T2EQW;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2017-07-18;9324;0
A1KQBYRKHWMV5J4Y;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2016-08-27;7894;0
BSD1H4TFXQCVFM1I;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2015-01-18;9484;0
VV6PN06SX23FN96D;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2015-10-28;4535;0
WIF6WNU5CRB3SHXN;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2018-09-10;8490;0
7ALZHF1D8SQJ5IHN;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2017-02-18;3142;0
K8O00174BMAADBKY;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2018-06-18;6778;0
AGRP6KYCJHTGL56V;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2016-08-17;2358;1
M1QB65XA661V2D1Q;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2017-08-03;2312;1
55LHA1VYJZU5MF10;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2018-01-04;652;0
34XXR06V4TNLS958;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2016-11-26;5419;0
9YVHMUVM90PFAEU3;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2016-11-19;9636;0
OY62XS3TKSQAP5IS;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2016-07-12;2660;0
IZVAYAR4IDKVILA5;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2016-09-23;4976;0
JO2EI8H060404NIW;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2017-02-10;8343;0
J2H5ZPX8YFRKDKA0;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2016-07-29;4759;0
AAD9B8FJLZL58496;F4HHP1H9XALXFUJJ;Bio-Dynamic Rozella;2017-05-23;3668;0
7XW7PLE6627B470C;U4F1EPF05HE91437;Most Clam;2015-04-11;3839;1
TAST4A2FBA0KO6E4;U4F1EPF05HE91437;Most Clam;2016-12-15;8541;0
BUO4W2AISYIWGEM4;U4F1EPF05HE91437;Most Clam;2017-04-11;2210;0
73SQWNTC5XHBQ42S;U4F1EPF05HE91437;Most Clam;2014-09-21;9851;0
HQLIJXMMOSN4U4U9;U4F1EPF05HE91437;Most Clam;2017-02-01;2515;1
WZL4JLNB4OIV8J91;U4F1EPF05HE91437;Most Clam;2016-09-10;4594;0
GYR7YHOT9P8UYC2J;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2014-08-20;1912;1
OIEHK712CQWAFYPE;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2015-10-12;7233;1
Y2FRJUA0WD2I1MGX;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2017-04-04;7818;0
81LXKDTBT6SSD5EP;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2015-04-28;2250;0
IQDUK57P5FTSELAO;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2014-09-23;8679;0
A3ZCML6LGA3NYQ5V;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2015-04-20;6220;1
9EOP7NS76VI5VM31;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2014-12-16;2475;0
JX1GCW4GNVUGFNH3;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2015-09-16;1721;0
F2MC4U2BRGNVTRH9;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2017-12-22;5667;0
LQ3PZK66L4EGHZCJ;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2016-01-09;2409;0
SC1TS1E8UMXEDP0G;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2015-01-21;9055;0
QZ8RTEOF24LANFJM;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2016-01-15;1074;0
D8E7SX4HJ4CCYB7M;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2016-01-31;5808;0
4HRLA1UVKRQ5BKVJ;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2014-05-16;7332;0
YZA00X6W6JIZQRTH;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2015-01-20;6009;0
NTU554AZ7PA7LPPC;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2015-12-02;6451;0
SMTZMI71WT8BSM2P;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2015-06-14;5625;0
WVKJ03RN267G6PRN;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2017-03-17;5219;0
PL4KZJH3XBNXJBI8;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2017-03-03;8718;0
3Q7B7FRLX5VLPR1C;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2016-01-25;4692;0
GANOT6BQ75ZKP3F3;RSDI28PN9EYYBZZ0;Squat-Style Creston'S;2018-10-07;3758;0
VA33SBHZ4HHJ9Z6Q;DBXJCHMO04UV04WQ;Varian Ointment;2017-08-04;5470;0
Z3PKE3KUC3Z7WXXI;DBXJCHMO04UV04WQ;Varian Ointment;2014-01-03;9331;0
THG1FEKX44G617SM;DBXJCHMO04UV04WQ;Varian Ointment;2017-08-02;5644;0
TJLQXVYA9CDYI1MG;DBXJCHMO04UV04WQ;Varian Ointment;2018-12-04;8826;0
6DLQACGG2SQ06Y1F;DBXJCHMO04UV04WQ;Varian Ointment;2015-11-02;8179;0
86351EG3RJ6WFD8V;DBXJCHMO04UV04WQ;Varian Ointment;2018-08-01;4701;0
79US7C1FRPJAM1S2;DBXJCHMO04UV04WQ;Varian Ointment;2015-10-13;8709;0
BIDPOVH2779EC05H;DBXJCHMO04UV04WQ;Varian Ointment;2015-05-03;723;0
PP5Y2LKEVD25XE91;DBXJCHMO04UV04WQ;Varian Ointment;2016-12-28;828;0
2MSKX09WD2RJGRHL;DBXJCHMO04UV04WQ;Varian Ointment;2015-03-18;7161;0
IDB7HSQIM78TVBDG;DBXJCHMO04UV04WQ;Varian Ointment;2014-02-28;3251;1
AR37QRH6UVS98KB5;DBXJCHMO04UV04WQ;Varian Ointment;2016-02-25;6160;0
RNSM7T1LYTIF7SYZ;DBXJCHMO04UV04WQ;Varian Ointment;2015-04-20;4829;0
CDY4S9YTR6DUNUZ8;DBXJCHMO04UV04WQ;Varian Ointment;2016-10-21;1635;0
HGMV7V35VCUDMTK7;DBXJCHMO04UV04WQ;Varian Ointment;2014-03-21;8645;1
ZNOPH9J3L6GT8EME;DBXJCHMO04UV04WQ;Varian Ointment;2014-03-31;4778;1
52NFUUKSIL4DRTPA;DBXJCHMO04UV04WQ;Varian Ointment;2016-01-27;5447;1
NVQF23WCUOJ4BN3V;DBXJCHMO04UV04WQ;Varian Ointment;2017-01-11;4663;1
QI7KTJ8MVPY7WFM7;DBXJCHMO04UV04WQ;Varian Ointment;2016-11-20;6190;1
8NAFN15XI3UGNAPR;DBXJCHMO04UV04WQ;Varian Ointment;2014-11-14;6183;0
ONUIY2DV941DMUV5;DBXJCHMO04UV04WQ;Varian Ointment;2014-05-18;8771;0
Z75IKLDVQ8KMW5AO;Q5JVDLFOJLP107BC;Dire Chamber;2017-07-01;2341;0
N2IVLW2SADU9MZLO;Q5JVDLFOJLP107BC;Dire Chamber;2014-02-01;4317;0
MU9X3ZX0QFAJGU6C;Q5JVDLFOJLP107BC;Dire Chamber;2018-11-26;3568;0
ZKNH6OPNH39P87EF;Q5JVDLFOJLP107BC;Dire Chamber;2016-05-20;4763;0
MLRDSF8JHN03IUPI;Q5JVDLFOJLP107BC;Dire Chamber;2016-10-18;7641;1
D2K5FS127NN6I2WF;Q5JVDLFOJLP107BC;Dire Chamber;2017-06-19;6569;0
82NKYZA9HZJJZ7Z9;Q5JVDLFOJLP107BC;Dire Chamber;2018-07-27;2037;0
5EQQR6LN2DZYEX7T;Q5JVDLFOJLP107BC;Dire Chamber;2015-06-11;4654;0
TP74Z0CEMP64XTXS;Q5JVDLFOJLP107BC;Dire Chamber;2017-09-30;4641;0
XP6SUYIHCA3MDQNP;Q5JVDLFOJLP107BC;Dire Chamber;2016-08-28;7418;1
5LZ3WCC2QOOH1W0E;Q5JVDLFOJLP107BC;Dire Chamber;2015-12-18;1925;1
T25GPSCRJ4XBHJMK;Q5JVDLFOJLP107BC;Dire Chamber;2015-06-10;4009;0
HMRKO9SIGC33BY6D;Q5JVDLFOJLP107BC;Dire Chamber;2016-09-19;780;1
SFGYM671LSJYEVQC;2NE3XF2X7NXOMWEH;Dystopian G-P;2014-08-01;1858;0
QHVO2F5S3FNJOF32;2NE3XF2X7NXOMWEH;Dystopian G-P;2015-11-11;926;0
U5JANCOPBDH1IZAF;2NE3XF2X7NXOMWEH;Dystopian G-P;2018-08-04;4621;0
7D5EA4ELCWWQLVRY;2NE3XF2X7NXOMWEH;Dystopian G-P;2014-09-06;7716;0
BHQZFKX6FY5VNRE4;2NE3XF2X7NXOMWEH;Dystopian G-P;2015-05-29;318;0
WS7O87RX6C2R0A0O;2NE3XF2X7NXOMWEH;Dystopian G-P;2014-12-04;6998;0
DSKGADIM7ZOIO2WZ;2NE3XF2X7NXOMWEH;Dystopian G-P;2015-09-24;7304;0
4H8WD3I6TVVV8S3W;2NE3XF2X7NXOMWEH;Dystopian G-P;2017-05-23;4375;0
KZN8DB6AWCH1RPUG;2NE3XF2X7NXOMWEH;Dystopian G-P;2014-08-20;8797;0
1NS6D1LJMJO5MS1H;2NE3XF2X7NXOMWEH;Dystopian G-P;2016-07-06;4389;1
TOFP3AZ5R87V4X27;2NE3XF2X7NXOMWEH;Dystopian G-P;2014-10-13;1945;0
EDZ2UQHYFQCHB980;2NE3XF2X7NXOMWEH;Dystopian G-P;2017-03-04;9216;0
ZQ2QLQI13J3NBJJ1;2NE3XF2X7NXOMWEH;Dystopian G-P;2015-07-30;1491;0
QRYDNC3ALVPNTLI0;2NE3XF2X7NXOMWEH;Dystopian G-P;2017-03-06;1890;0
C5M63T066D238OXJ;2NE3XF2X7NXOMWEH;Dystopian G-P;2015-05-21;7017;0
57JEJV68BKTH7VPI;2NE3XF2X7NXOMWEH;Dystopian G-P;2018-08-26;7841;0
B78QG6XVF9V0ZVL4;2NE3XF2X7NXOMWEH;Dystopian G-P;2014-03-07;408;0
6MLYXE8Z2WOKAYRH;2NE3XF2X7NXOMWEH;Dystopian G-P;2015-05-30;816;0
FBKHUFPUTQTV73TH;2NE3XF2X7NXOMWEH;Dystopian G-P;2017-08-22;146;1
NNMEMS3M385AD1G7;2NE3XF2X7NXOMWEH;Dystopian G-P;2018-04-28;2294;0
DPPCXUM0NNT2AAQM;2NE3XF2X7NXOMWEH;Dystopian G-P;2016-10-18;209;0
HNKLSWAXXAUBX85U;2NE3XF2X7NXOMWEH;Dystopian G-P;2017-07-13;5787;0
7TNOY2OP6YU4OFKW;2NE3XF2X7NXOMWEH;Dystopian G-P;2016-11-01;8141;1
P6YITIWPR0YIJW9P;2NE3XF2X7NXOMWEH;Dystopian G-P;2015-02-03;1916;1
BF72VQ354HQNK222;2NE3XF2X7NXOMWEH;Dystopian G-P;2014-09-01;7150;0
U66LO66V7IJX28KM;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2015-03-11;1074;0
RSZVGHR3O2FH2JTZ;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2016-05-24;6045;1
E20FPY7HEVPT90P7;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2018-07-16;100;1
4DT7AZB30YGY1V35;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2018-11-30;4351;0
9B1DJFHUUX4OULKO;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2018-04-12;3090;0
ENURSEFY25OW7UXX;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2015-04-04;1105;0
X77ZNUTYSV03MKAN;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2018-02-01;4968;0
QGX1POCF734NYIGI;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2018-04-23;7149;0
31XSY7BIINSFLQEK;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2014-07-24;8797;0
YOGGMBHTCQP5O997;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2015-12-24;1475;0
LNF52GDF4TZ2GAAT;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2016-12-01;9645;0
2MPVPZHT5P7E57I0;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2016-11-08;9009;0
NCUK3ZBV0PTCA4BS;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2017-01-11;142;1
V6TQ7NDJ7LIU0X85;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2018-05-18;8583;0
7PJC20YZUNJ4V9KH;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2014-02-25;425;0
L1CJU0D65WL20HBB;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2014-04-28;186;0
4S034R7WR3AZQORB;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2017-11-08;5366;0
TIXS6V4KLVKL9OTR;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2017-10-26;9986;0
P8405T9PB6GUG521;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2014-01-14;5853;0
A11JZYMFZWDPSFKU;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2015-04-15;9171;1
F5W4A4G50M4GD056;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2018-05-09;802;0
JNCHNQBFWISPGUTG;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2015-06-21;2448;0
R1IWMB2A7LEN472G;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2014-11-01;8928;0
5ITDAEFO04A1V1WH;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2016-10-07;5881;0
8Y7T9IPE8AGVCJOF;MQ5MD0MPELZ7E5M5;Edgy Pitchers;2017-03-17;3124;0
TV1JHT6VPYLJGGFQ;NH0E2IUYXZ1AN093;Injunctive Hookworm;2018-02-06;8036;0
V9F26WB4ED2KQ0BF;NH0E2IUYXZ1AN093;Injunctive Hookworm;2014-11-24;5718;0
ROBTQZXAR1BNQHMA;NH0E2IUYXZ1AN093;Injunctive Hookworm;2018-02-07;8342;0
746RABXMXOGQW7YV;NH0E2IUYXZ1AN093;Injunctive Hookworm;2015-11-20;3946;0
8W1SX2MUELVS7XHG;NH0E2IUYXZ1AN093;Injunctive Hookworm;2015-08-08;1400;0
LQS7A7POG57ZT4NY;NH0E2IUYXZ1AN093;Injunctive Hookworm;2014-12-10;1901;0
BPDJCXUCWH0MIY2P;NH0E2IUYXZ1AN093;Injunctive Hookworm;2017-12-31;5186;0
03ZYZ9MU9US0NZ30;NH0E2IUYXZ1AN093;Injunctive Hookworm;2014-05-24;5094;0
WWH9XX86GFAXQLPO;NH0E2IUYXZ1AN093;Injunctive Hookworm;2015-01-14;8458;0
JWO3UCNY932RIP86;NH0E2IUYXZ1AN093;Injunctive Hookworm;2016-04-02;8033;0
U2T4DDJ2IHQZA8A0;NH0E2IUYXZ1AN093;Injunctive Hookworm;2015-06-04;6608;0
DZECF7DUDXGT2I5G;NH0E2IUYXZ1AN093;Injunctive Hookworm;2018-07-29;1785;1
XRTUU00WF8CAFSDI;NH0E2IUYXZ1AN093;Injunctive Hookworm;2014-06-18;1262;0
SL2W1AJ29L86WYJF;NH0E2IUYXZ1AN093;Injunctive Hookworm;2017-02-13;2908;0
OAL5LI20P9JMC2HL;NH0E2IUYXZ1AN093;Injunctive Hookworm;2017-12-22;2315;0
KFBJ7RDFK1G36EFA;NH0E2IUYXZ1AN093;Injunctive Hookworm;2017-04-13;6629;0
A863QA67PZV6HHX3;NH0E2IUYXZ1AN093;Injunctive Hookworm;2017-11-08;7284;0
H6C6NE3FTR5R2SZD;NH0E2IUYXZ1AN093;Injunctive Hookworm;2015-01-08;5487;0
XLX3KC8V2UG7MQC5;9A9TTOY8M0EN5HQN;Communist Turrets;2014-07-10;4162;0
BPC8WDNSRGHQ37SS;9A9TTOY8M0EN5HQN;Communist Turrets;2016-08-22;2926;0
K82LF2RBUMBYHSQI;9A9TTOY8M0EN5HQN;Communist Turrets;2017-08-14;1465;0
